0.872811777,4.52E-06,0,3.62E-05,0,0,0,0,0,0.050326877,4.52E-06,0,0.005631058,0.004163954,0,2.26E-06,2.03E-05,0,0.014212149,1.04E-04,0,0.02549009,0.004937066,1.13E-05,5.43E-05,0.00680429,0.01538538,'yes'
0.975206163,0,0,6.51E-04,0,0,0,0,0,0.007039388,0,0,0.009996202,4.70E-04,0,0,0,0,0,0,0,0.004853425,0.001582393,0,0,2.01E-04,0,'yes'
0.963776765,0,0,0.002005118,0,0,0,0,0,0.006641529,2.26E-06,0,0.012351707,6.71E-04,0,0,6.78E-06,0,0,0,0,0.007828324,0.002522786,0,3.93E-04,0.003800004,0,'yes'
0.973246257,0,0,5.56E-04,0,0,0,0,0,0.00897895,2.26E-06,0,0.012433087,2.15E-04,0,0,0,0,0,0,0,0.004392271,1.70E-04,0,0,6.78E-06,0,'yes'
0.960720486,0,0,6.56E-04,0,0,0,0,0,0.013319227,0,0,0.013891149,2.06E-04,0,0,0,0,0,0,0,0.010299117,5.61E-04,0,8.36E-05,2.64E-04,0,'yes'
0.978832104,0.004378707,6.78E-06,2.71E-04,0.001180013,4.52E-06,0,0,0,9.72E-05,1.79E-04,0,2.40E-04,0.010504829,6.56E-05,0,6.37E-04,6.78E-05,2.26E-06,0,0,0,1.85E-04,2.03E-05,2.26E-06,0.002143012,0.001182274,'yes'
0.939934625,0.034003364,7.55E-04,7.23E-05,0.003413448,0.001227485,0,0,0,1.13E-05,1.92E-04,0,1.11E-04,0.007093641,0.00149197,0,0.001189055,5.49E-04,0,0,0,0,4.97E-05,5.20E-05,0,0.001799407,0.00805438,'yes'
0.7839898,0.163436325,0.014752423,2.92E-04,0.002007378,0.012803819,0,4.52E-06,0.001290781,4.52E-06,3.21E-04,2.12E-04,6.40E-04,0.00515634,0.002687807,2.26E-06,3.64E-04,0.001883048,0,0,0,0,6.78E-06,3.73E-04,0,3.96E-04,0.009376808,'yes'
0.964348687,0.018367061,2.49E-05,2.19E-04,0.002231174,5.65E-05,0,0,0,3.39E-05,1.38E-04,0,7.73E-04,0.009297689,2.53E-04,0,7.55E-04,1.40E-04,0,0,0,0,1.54E-04,4.52E-06,0,0.001790365,0.001412851,'yes'
0.92364728,2.26E-06,0,0,0,0,0,0,0,0.060329861,6.10E-05,0,0.002837004,0.002122667,1.36E-05,0,1.81E-05,2.26E-06,0.008144803,3.03E-04,1.36E-05,3.55E-04,9.68E-04,6.56E-05,4.30E-05,8.54E-04,2.19E-04,'yes'
0.916707357,0,0,6.78E-06,0,0,0,0,0,0.052286784,4.52E-05,4.52E-06,0.002945511,0.001794886,2.26E-06,0,2.26E-06,0,0.01832185,6.31E-04,1.58E-05,7.60E-04,0.003268772,1.94E-04,2.03E-05,0.001505534,0.001487449,'yes'
0.714396159,0.002685547,0,0.002513744,0.017467357,0.027443215,2.26E-06,0,0,0.048120569,4.50E-04,0,0.013579192,0.013563368,0.014718515,1.54E-04,0.001376682,0.014381691,0.020756474,6.78E-06,0,0.028085214,0.005262587,1.29E-04,0.051540799,0.004301848,0.019065574,'yes'
0.909774215,1.81E-05,0,6.56E-05,6.78E-06,0,0,0,0,0.010048195,1.13E-05,0,0.011867947,2.62E-04,0,0,0,0,4.27E-04,0,0,0.02537028,1.42E-04,0,0.041045012,9.18E-04,4.30E-05,'yes'
0.905452022,0,0,0,0,0,0,0,0,0.017781576,0,0,0.024909125,4.52E-06,0,0,0,0,0,0,0,0.039492007,7.89E-04,0,0.00531684,0.006254973,0,'yes'
0.914057979,0,0,0,0,0,0,0,0,0.024400499,0,0,0.030402289,1.81E-05,0,0,0,0,0,0,0,0.029629178,3.07E-04,0,6.94E-04,4.91E-04,0,'yes'
0.611199273,0.001078288,0,0.001378942,9.49E-04,1.58E-05,0,0,0,0.032246908,6.44E-04,0,0.023130064,0.06064634,3.55E-04,0,0.001076027,2.89E-04,0.009856047,9.04E-04,1.13E-05,0.001460323,0.011802391,5.18E-04,1.58E-05,0.030088071,0.212334527,'yes'
0.619902434,7.69E-04,0,8.91E-04,9.45E-04,4.52E-06,0,9.04E-06,0,0.037618001,6.92E-04,0,0.022677951,0.055908203,2.94E-04,1.13E-05,0.001030816,4.36E-04,0.00817645,0.001306604,4.52E-06,0.001254612,0.012415003,5.04E-04,2.26E-05,0.03153031,0.203597457,'yes'
0.589312518,1.67E-04,0,8.39E-04,9.72E-05,0,0,0,0,0.04792164,5.09E-04,0,0.052894875,0.030494973,3.84E-05,9.04E-06,4.54E-04,1.81E-05,0.016298647,5.38E-04,2.26E-06,0.003026892,0.033218949,2.19E-04,1.51E-04,0.059574834,0.164213958,'yes'
0.948246709,4.30E-05,0,9.86E-04,4.30E-05,0,0,0,0,0.003228082,4.30E-05,0,0.012512207,0.011381926,1.13E-05,0,6.19E-04,3.84E-05,0,0,0,4.52E-06,9.13E-04,1.13E-05,0,0.002789533,0.01912887,'yes'
0.887430827,5.88E-05,0,0.00144902,4.07E-05,0,0,0,0,0.008947302,5.88E-05,0,0.031378852,0.043983742,1.36E-05,1.13E-05,5.90E-04,2.03E-05,0,0,0,3.16E-05,0.004573116,4.75E-05,1.58E-05,0.008425112,0.012923629,'yes'
0.855724193,2.71E-05,0,0.002970378,5.20E-05,0,2.26E-06,4.52E-06,0,0.006338614,3.62E-04,2.26E-06,0.01796242,0.069179959,2.49E-05,2.26E-05,0.002201787,4.30E-05,0,1.58E-05,0,4.52E-06,0.003809046,2.08E-04,4.52E-06,0.009919343,0.031121148,'yes'
0.99577049,6.56E-05,0,2.87E-04,6.78E-05,0,0,0,0,4.36E-04,2.49E-05,0,7.89E-04,0.001505534,2.26E-06,0,1.81E-04,0,0,2.26E-06,0,2.26E-06,1.72E-04,0,0,2.71E-04,4.23E-04,'yes'
